,Report_Ticket,Measure_Code,Measure_Name,DelivSys,StratVal,PlanParent,Region,County,County_Size,County_Size_Ordered,Directionality,Units,Value,CSA_CompVal_Desc,CSA_CompVal,CSA_Diff,CSA_PctBelowComp,ICA_CompVal,ICA_Diff,ICA_25,ICA_75,CSA_25,CSA_75
26,464,BPZP,HOXU,DEER,None,PMKD,PMHF,WHVC,Medium,2_Medium,Lower is better,"Total per 1,000 months",4.400486592,med,0.738225215,3.110622439,0.432,0,5.07748453,0.349167448,1.105455675,0.231621175,1.242065022
27,464,BPZP,HOXU,DEER,None,PMKD,MULU,SSAF,Medium,2_Medium,Lower is better,"Total per 1,000 months",1.632547704,med,0.835726659,1.226718463,0.324,0.553675792,1.511418544,0.275305103,1.429003677,0.229208454,1.037063999
28,464,BPZP,HOXU,DEER,None,PMKD,RDKA,UFJF,Large,1_Large,Lower is better,"Total per 1,000 months",2.281063902,med,0.640723772,1.629279269,0.738787879,0.666849616,1.568365472,0.322308414,1.590777678,0.482769844,1.791282352
29,464,BPZP,HOXU,DEER,None,PMKD,AMXO,BAUL,Large,1_Large,Lower is better,"Total per 1,000 months",1.996877311,med,0.731260826,1.014219,0.564545455,0.176908023,1.438543995,0.312236276,1.132418008,0.509891745,2.621388807
30,464,BPZP,HOXU,DEER,None,PMKD,RVMN,VQRW,Large,1_Large,Lower is better,"Total per 1,000 months",2.30842456,med,0.752153993,1.969554894,0.468,0.390232488,1.89805063,0.392813379,1.590777678,0.20990669,1.085299534
31,464,BPZP,HOXU,DEER,None,PMKD,BVUN,PXMB,Rural,4_Rural,Lower is better,"Total per 1,000 months",1.944942054,med,0.661616938,1.237738662,0.766666667,0.653727112,0.984330461,0.369311724,1.550334178,0.455647942,2.097111046
32,464,BPZP,HOXU,DEER,None,PMKD,ZUSK,XHGS,Rural,4_Rural,Lower is better,"Total per 1,000 months",3.230466712,med,0.619830605,2.133789233,0.710909091,0.269846797,2.569322516,0.386098621,1.33463551,0.504467365,1.769437445
33,464,BPZP,HOXU,DEER,None,PMKD,UGVM,WREF,Rural,4_Rural,Lower is better,Percentage,0.662091239,med,0.731260826,0.101000407,0.766666667,0.767056924,0,0.298806759,1.536853011,0.482769844,2.184490673
34,464,BPZP,HOXU,DEER,None,HAVZ,FULH,JPEM,Rural,4_Rural,Lower is better,Percentage,0.689018907,med,0.605901828,0,0.449032258,0.351980412,0.222035106,0.332380552,1.240267342,0.185534867,0.990475603
35,464,BPZP,HOXU,DEER,None,HAVZ,TPDF,GFBK,Rural,4_Rural,Lower is better,"Total per 1,000 months",1.545059581,med,0.668581327,0.683078601,0.344516129,0,1.393312658,0.382741241,1.33463551,0.180520411,0.907242359
36,464,BPZP,HOXU,DEER,None,PMKD,KPGN,AEVC,Medium,2_Medium,Lower is better,Percentage,0,med,0.661616938,0,0.815454545,0,0,0.322308414,1.402041344,0.433950421,1.791282352
37,464,BPZP,HOXU,DEER,None,PMKD,TCMG,JAAR,Large,1_Large,Lower is better,"Total per 1,000 months",3.450382197,med,0.647688161,3.010763849,0.428,0.178885648,4.698416501,0.318951034,1.226786176,0.241272057,1.314418324
38,464,BPZP,HOXU,DEER,None,PMKD,HNAG,XIMU,Rural,4_Rural,Lower is better,"Total per 1,000 months",2.701214235,med,0.807869104,1.868316234,0.464,0.607359931,1.791652343,0.33909531,1.172861509,0.541728025,1.057273432
39,464,BPZP,HOXU,DEER,None,PMKD,IGYO,APBK,Large,1_Large,Lower is better,"Total per 1,000 months",2.004720596,med,0.814833492,1.005623806,0.641212121,0,1.839193207,0.386098621,1.617740012,0.629228111,1.944196699
40,464,BPZP,HOXU,DEER,None,PMKD,VDST,GWOP,Large,1_Large,Lower is better,Percentage,0,med,0.585008661,0,0.648181818,0,0,0.332380552,1.267229676,0.61295497,1.987886512
41,464,BPZP,HOXU,DEER,None,PMKD,JPVF,LUMG,Small,3_Small,Lower is better,"Total per 1,000 months",2.281034966,med,0.585008661,1.575915185,0.332,0.522611285,1.918393688,0.325665793,1.105455675,0.229208454,1.242065022
42,464,BPZP,HOXU,DEER,None,PMKD,HQMZ,FPTE,Small,3_Small,Lower is better,"Total per 1,000 months",2.76244972,med,0.647688161,2.306223856,0.564545455,0.650925632,2.878462913,0.392813379,1.199823842,0.488194224,2.009731419
43,464,BPZP,HOXU,DEER,None,PMKD,SVFY,FLQJ,Small,3_Small,Lower is better,"Total per 1,000 months",2.549416476,med,0.633759383,1.664346027,0.815454545,1.247964629,1.17472789,0.312236276,1.321154343,0.488194224,2.424784647
44,464,BPZP,HOXU,DEER,None,PMKD,ZLHS,IBIE,Large,1_Large,Lower is better,"Total per 1,000 months",3.202468812,med,0.766082771,2.330607835,0.32,0.746718962,2.276832728,0.345810069,1.37507901,0.207493969,0.988828464
45,464,BPZP,HOXU,DEER,None,PMKD,EZHM,CBNW,Rural,4_Rural,Lower is better,Percentage,0.846951819,med,0.738225215,0.033691997,0.571515152,0.766637423,0,0.392813379,1.550334178,0.520740505,2.162645766
46,464,BPZP,HOXU,DEER,None,WPWM,SLXK,PXAG,Rural,4_Rural,Lower is better,Percentage,0.303751172,med,0.745189604,0,0.745757576,NA,NA,NA,NA,0.553286787,1.922351792
47,464,BPZP,HOXU,DEER,None,HAVZ,EZHM,CBNW,Rural,4_Rural,Lower is better,Percentage,0.774237255,med,0.675545716,0.249649072,0.696969697,0.591406012,0.19963918,0.352524828,1.145899175,0.650925632,1.966041606
48,464,BPZP,HOXU,DEER,None,MRZM,FULH,JPEM,Medium,2_Medium,Lower is better,Percentage,0.544975208,med,0.619830605,0,0.36,0.340746995,0.096135765,0.335737931,1.091974508,0.147090705,0.907242359
49,464,BPZP,HOXU,DEER,None,MEDL,TPDF,GFBK,Medium,2_Medium,Lower is better,Percentage,0.967836777,med,0.71036766,0.290103005,0.460645161,0,1.141028621,0.382741241,1.091974508,0.190549323,0.998798927
50,464,BPZP,HOXU,DEER,None,JHPZ,FULH,JPEM,Medium,2_Medium,Lower is better,Percentage,0.529804534,med,0.703403271,0,0.321290323,0.393169609,0.109025383,0.315593655,1.590777678,0.172162985,0.923889008
51,464,BPZP,HOXU,DEER,None,JHPZ,PMHF,WHVC,Large,1_Large,Lower is better,Percentage,0,med,0.731260826,0,0.38,0,0,0.308878897,1.455966011,0.195430366,1.278241673
52,464,BPZP,HOXU,DEER,None,JHPZ,HNAG,XIMU,Rural,4_Rural,Lower is better,"Total per 1,000 months",1.171432518,med,0.682510105,0.486336501,0.592,0.411769445,0.554988418,0.288734621,1.159380342,0.536847593,1.15516912
53,464,BPZP,HOXU,DEER,None,JHPZ,RVMN,VQRW,Large,1_Large,Lower is better,Percentage,0.578122204,med,0.612866216,0,0.34,0.573304519,0,0.285377241,1.617740012,0.234033895,1.230006138
54,464,BPZP,HOXU,DEER,None,WPWM,FULH,JPEM,Rural,4_Rural,Lower is better,Percentage,0.307046742,med,0.745189604,0,0.309677419,0.419380917,0,0.322308414,1.105455675,0.170491499,0.865625737
55,464,BPZP,HOXU,DEER,None,HLUY,VENB,MENW,Rural,4_Rural,Lower is better,Percentage,0.772112493,med,0.661616938,0.086275972,0.410322581,0.473186463,0.25903899,0.302164138,1.186342675,0.187206352,0.840655764
56,464,BPZP,HOXU,DEER,None,TBSN,TKTE,BENV,Rural,4_Rural,Lower is better,Percentage,0.667927585,med,0.786975937,0,0.383225806,0.605850227,0.099460528,0.292092,1.604258845,0.198906749,0.690835925
57,464,BPZP,HOXU,DEER,None,PCHL,GIHK,CQOL,Medium,2_Medium,Lower is better,"Total per 1,000 months",2.474163963,med,0.821797881,2.002198389,0.348,0.326507449,2.456161756,0.369311724,1.078493341,0.231621175,1.302359441
58,464,BPZP,HOXU,DEER,None,YRSX,JZKU,QJYD,Small,3_Small,Lower is better,Percentage,0.625780614,med,0.71036766,0,0.352258065,0,0.545034729,0.268590345,1.240267342,0.138733279,0.923889008
59,464,BPZP,HOXU,DEER,None,IYWL,BCYG,FDRJ,Medium,2_Medium,Lower is better,Percentage,0.672553733,med,0.724296438,0,0.544,0,0.589959415,0.332380552,1.509890678,0.448999805,1.15516912
60,464,BPZP,HOXU,DEER,None,IYWL,VPXL,RGKO,Small,3_Small,Lower is better,Percentage,0.534184102,med,0.786975937,0,0.396,0,0.509903006,0.402885517,1.267229676,0.241272057,0.988828464
61,464,BPZP,HOXU,DEER,None,RCXK,NIUA,KQIZ,Large,1_Large,Lower is better,Percentage,0.226876599,med,0.59197305,0,0.460645161,0.181501279,0,0.396170759,1.145899175,0.200578235,0.932212332
62,464,BPZP,HOXU,DEER,None,PIYA,MGEX,PWII,Medium,2_Medium,Lower is better,Percentage,0.559642608,med,0.585008661,0,0.512,0.27269173,0.124734414,0.345810069,1.078493341,0.585651919,1.086642138
63,464,BPZP,HOXU,DEER,None,JIGJ,ACOG,CVPL,Rural,4_Rural,Lower is better,Percentage,0.654907806,med,0.633759383,0.02592626,0.321290323,0,0.625800793,0.352524828,1.388560177,0.140404764,0.674189276
64,464,BPZP,HOXU,DEER,None,WPWM,INPA,TXQK,Small,3_Small,Lower is better,Percentage,0.204438463,med,0.578044272,0,0.348,0.194043287,0,0.325665793,1.577296511,0.282288307,1.290300557
65,464,BPZP,HOXU,DEER,None,PIYA,RQLQ,LZVL,Medium,2_Medium,Lower is better,Percentage,0.755995153,med,0.612866216,0.023085371,0.586666667,0.464663518,0.255009916,0.325665793,1.523371844,0.400195478,1.057273432
66,464,BPZP,HOXU,DEER,None,ZLCU,PKIM,GHSS,Rural,4_Rural,Lower is better,Percentage,0.906512626,med,0.557151106,0.155762179,0.46,0.152660024,0.670470582,0.315593655,1.199823842,0.20990669,1.097358417
67,464,BPZP,HOXU,DEER,None,ZLCU,RPKJ,QTAG,Rural,4_Rural,Lower is better,Percentage,0.375184913,med,0.821797881,0,0.416,0.107025893,0.290339963,0.386098621,1.240267342,0.224383013,1.278241673
68,464,BPZP,HOXU,DEER,None,ZLCU,RYQC,BVES,Rural,4_Rural,Lower is better,"Total per 1,000 months",1.071057409,med,0.745189604,0.579242255,0.448,0.135087365,1.073725105,0.369311724,1.402041344,0.282288307,1.39883051
69,464,BPZP,HOXU,DEER,None,WPWM,VENB,MENW,Small,3_Small,Lower is better,Percentage,0.663615162,med,0.835726659,0,0.383225806,0.623221196,0,0.355882207,1.240267342,0.137061794,0.690835925
70,464,BPZP,HOXU,DEER,None,WPWM,NIUA,KQIZ,Small,3_Small,Lower is better,"Total per 1,000 months",1.272701429,med,0.564115495,0.566374491,0.348387097,0.213642131,1.111769501,0.308878897,1.469447177,0.182191896,0.740775871
71,464,BPZP,HOXU,DEER,None,WPWM,TKTE,BENV,Small,3_Small,Lower is better,Percentage,0.432750162,med,0.612866216,0,0.340645161,0.560029621,0,0.389456,1.091974508,0.192220808,0.932212332
72,464,BPZP,HOXU,DEER,None,WPWM,ACOG,CVPL,Small,3_Small,Lower is better,Percentage,0.581364696,med,0.835726659,0,0.406451613,0,0.742167697,0.278662483,1.361597843,0.185534867,0.807362466
73,464,BPZP,HOXU,DEER,None,MRZM,JZKU,QJYD,Small,3_Small,Lower is better,Percentage,0.622530249,med,0.696438882,0,0.321290323,0,0.549621301,0.362596966,1.213305009,0.197235264,0.932212332
74,464,BPZP,HOXU,DEER,None,MRZM,INPA,TXQK,Small,3_Small,Lower is better,Percentage,0.504644392,med,0.780011548,0,0.468,0.190578228,0.407992436,0.359239586,1.132418008,0.229208454,1.07324065
75,464,BPZP,HOXU,DEER,None,MRZM,MGEX,PWII,Rural,4_Rural,Lower is better,Percentage,0.295689828,med,0.766082771,0,0.602666667,0.361398679,0,0.271947724,1.41552251,0.497804131,1.145379551
76,464,BPZP,HOXU,DEER,None,HAVZ,BCYG,FDRJ,Rural,4_Rural,Lower is better,"Total per 1,000 months",1.068128394,med,0.807869104,0.500177853,0.458666667,0,1.234281699,0.292092,1.442484844,0.414836776,1.116010844
77,464,BPZP,HOXU,DEER,None,HAVZ,VPXL,RGKO,Rural,4_Rural,Lower is better,Percentage,0.466291429,med,0.807869104,0,0.352,0,0.466291429,0.396170759,1.213305009,0.236446616,0.97676958
78,464,BPZP,HOXU,DEER,None,MRZM,GIHK,CQOL,Rural,4_Rural,Lower is better,Percentage,0.417625807,med,0.578044272,0,0.344,0.353083637,0,0.295449379,1.132418008,0.238859336,1.07324065
79,464,BPZP,HOXU,DEER,None,MRZM,RQLQ,LZVL,Small,3_Small,Lower is better,Percentage,0.464663518,med,0.59197305,0,0.458666667,0.459720289,0,0.372669103,1.388560177,0.561249756,0.900640331
80,464,BPZP,HOXU,DEER,None,WPWM,PKIM,GHSS,Large,1_Large,Lower is better,Percentage,0.187754282,med,0.598937439,0,0.328,0.171961866,0,0.362596966,1.577296511,0.224383013,1.181770603
81,464,BPZP,HOXU,DEER,None,WPWM,RPKJ,QTAG,Large,1_Large,Lower is better,Percentage,0.098463822,med,0.800904715,0,0.456,0.118798741,0,0.396170759,1.388560177,0.234033895,1.133535069
82,464,BPZP,HOXU,DEER,None,WPWM,RYQC,BVES,Large,1_Large,Lower is better,Percentage,0.13003737,med,0.821797881,0,0.336,0.128774871,0,0.386098621,1.617740012,0.234033895,1.230006138
83,464,BPZP,HOXU,DEER,None,EBAT,QDRM,OTGL,Large,1_Large,Lower is better,Percentage,0.389173845,med,0.612866216,0,0.36,NA,NA,NA,NA,0.248510219,1.16971172
84,464,BPZP,HOXU,DEER,None,EBAT,BJSF,BECH,Large,1_Large,Lower is better,Percentage,0.233289052,med,0.800904715,0,0.432,NA,NA,NA,NA,0.195430366,1.085299534
85,464,BPZP,HOXU,DEER,None,VFDB,TWOO,TGXQ,Large,1_Large,Lower is better,Percentage,0.899631743,med,0.633759383,0.143091588,0.441290323,NA,NA,NA,NA,0.187206352,0.732452547
86,464,BPZP,HOXU,DEER,None,OFEP,JXEK,UUFM,Medium,2_Medium,Lower is better,Percentage,0.921771657,med,0.654652549,0.339090383,0.565333333,NA,NA,NA,NA,0.566130189,0.98874645
87,464,BPZP,HOXU,DEER,None,YNIH,FCKI,BTRV,Medium,2_Medium,Lower is better,Percentage,0.462493095,med,0.814833492,0,0.56,NA,NA,NA,NA,0.580771487,0.802744643
88,464,BPZP,HOXU,DEER,None,IMTZ,BEHR,XRZZ,Rural,4_Rural,Lower is better,Percentage,0.97082351,med,0.571079884,0.174802399,0.418064516,0,0.810504031,0.34245269,1.294192009,0.180520411,0.782392493
89,464,BPZP,HOXU,DEER,None,OFEP,VBPH,SASB,Rural,4_Rural,Lower is better,Percentage,0.761154985,med,0.780011548,0.035313628,0.364,NA,NA,NA,NA,0.289526468,1.290300557
90,464,BPZP,HOXU,DEER,None,YNIH,SFYS,BXCY,Rural,4_Rural,Lower is better,Percentage,0.535157546,med,0.59197305,0,0.464,NA,NA,NA,NA,0.272637424,1.290300557
91,464,BPZP,HOXU,DEER,None,OFEP,TZFX,SXXL,Rural,4_Rural,Lower is better,"Total per 1,000 months",1.227226179,med,0.752153993,0.409170288,0.444,NA,NA,NA,NA,0.272637424,1.242065022
92,464,BPZP,HOXU,DEER,None,OFEP,DJIA,QWLB,Medium,2_Medium,Lower is better,"Total per 1,000 months",1.118506017,med,0.571079884,0.251762691,0.533333333,NA,NA,NA,NA,0.400195478,0.910429899
93,464,BPZP,HOXU,DEER,None,OFEP,UDJX,KYUU,Rural,4_Rural,Lower is better,"Total per 1,000 months",1.210519669,med,0.619830605,0.597326019,0.368,NA,NA,NA,NA,0.275050145,1.121476185
94,464,BPZP,HOXU,DEER,None,OFEP,XETT,FHIW,Small,3_Small,Lower is better,Percentage,0.872303289,med,0.557151106,0.319076042,0.752727273,NA,NA,NA,NA,0.493618604,2.184490673
95,464,BPZP,HOXU,DEER,None,OFEP,JGRN,HDVJ,Medium,2_Medium,Lower is better,Percentage,0.622233745,med,0.821797881,0.038554551,0.512,NA,NA,NA,NA,0.463641103,0.959377743
96,464,BPZP,HOXU,DEER,None,YNIH,RNET,UBSK,Large,1_Large,Lower is better,Percentage,0.192067289,med,0.578044272,0,0.444,NA,NA,NA,NA,0.226795734,1.435007161
97,464,BPZP,HOXU,DEER,None,QTVZ,VWXS,PVBK,Medium,2_Medium,Lower is better,Percentage,0.759157932,med,0.598937439,0.2178953,0.442666667,NA,NA,NA,NA,0.429478074,0.890850762
98,464,BPZP,HOXU,DEER,None,OFEP,QKXI,XQJD,Large,1_Large,Lower is better,"Total per 1,000 months",1.922351792,med,0.633759383,1.785662149,0.634242424,NA,NA,NA,NA,0.61837935,2.621388807
99,464,BPZP,HOXU,DEER,None,OFEP,EKLS,UKJV,Large,1_Large,Lower is better,"Total per 1,000 months",2.074880295,med,0.717332049,2.109997767,0.662121212,NA,NA,NA,NA,0.477345463,2.512164274
100,464,BPZP,HOXU,DEER,None,OFEP,PCZZ,LLDL,Large,1_Large,Lower is better,"Total per 1,000 months",1.706747801,med,0.717332049,1.0847795,0.745757576,NA,NA,NA,NA,0.509891745,2.577698994
101,464,BPZP,HOXU,DEER,None,OFEP,RUVL,XCFD,Large,1_Large,Lower is better,"Total per 1,000 months",1.496601093,med,0.738225215,1.25056531,0.599393939,NA,NA,NA,NA,0.439374801,1.856817072
102,464,BPZP,HOXU,DEER,None,OFEP,VRJJ,SRSW,Large,1_Large,Lower is better,"Total per 1,000 months",2.150677789,med,0.738225215,1.431684037,0.662121212,NA,NA,NA,NA,0.596681829,2.599543901
103,464,BPZP,HOXU,DEER,None,OFEP,MNPH,KZTA,Large,1_Large,Lower is better,"Total per 1,000 months",2.599849284,med,0.661616938,1.407869663,0.599393939,NA,NA,NA,NA,0.542438026,2.599543901
104,464,BPZP,HOXU,DEER,None,OFEP,OZYB,LXHR,Large,1_Large,Lower is better,"Total per 1,000 months",5.034897649,med,0.71036766,4.464165603,0.780606061,NA,NA,NA,NA,0.466496703,2.118955953
105,464,BPZP,HOXU,DEER,None,SCQV,JZKU,QJYD,Small,3_Small,Lower is better,Percentage,0,med,0.647688161,0,0.410322581,0,0,0.282019862,1.253748509,0.197235264,0.832332439
106,464,BPZP,HOXU,DEER,None,MZRB,JZKU,QJYD,Small,3_Small,Lower is better,Percentage,0,med,0.633759383,0,0.352258065,0,0,0.34245269,1.213305009,0.160462588,0.923889008
107,464,BPZP,HOXU,DEER,None,KLFJ,BEHR,XRZZ,Small,3_Small,Lower is better,Percentage,0,med,0.793940326,0,0.371612903,0,0,0.379383862,1.159380342,0.143747735,0.898919035
108,464,BPZP,HOXU,DEER,None,MZRB,TPDF,GFBK,Small,3_Small,Lower is better,Percentage,0,med,0.668581327,0,0.406451613,0,0,0.382741241,1.429003677,0.135390308,0.96550563
109,464,BPZP,HOXU,DEER,None,BMLU,TPDF,GFBK,Small,3_Small,Lower is better,Percentage,0,med,0.82876227,0,0.363870968,0,0,0.305521517,1.550334178,0.150433676,0.6825126
110,464,BPZP,HOXU,DEER,None,EAPK,BCYG,FDRJ,Large,1_Large,Lower is better,Percentage,0,med,0.640723772,0,0.624,0,0,0.33909531,1.253748509,0.419717209,0.98874645
111,464,BPZP,HOXU,DEER,None,EAPK,VPXL,RGKO,Small,3_Small,Lower is better,Percentage,0,med,0.759118382,0,0.456,0,0,0.392813379,1.455966011,0.270224704,1.07324065
112,464,BPZP,HOXU,DEER,None,BMLU,VPXL,RGKO,Small,3_Small,Lower is better,Percentage,0,med,0.793940326,0,0.432,0,0,0.33909531,1.577296511,0.205081249,1.230006138
113,464,BPZP,HOXU,DEER,None,ELXE,ACOG,CVPL,Small,3_Small,Lower is better,Percentage,0,med,0.696438882,0,0.433548387,0,0,0.362596966,1.33463551,0.143747735,0.732452547
114,464,BPZP,HOXU,DEER,None,BMLU,JZKU,QJYD,Small,3_Small,Lower is better,Percentage,0,med,0.682510105,0,0.429677419,0,0,0.386098621,1.388560177,0.153776647,0.790715817
115,"MEDICAL-727, MEDICAL-735",FWIQ,WERV,DEER,None,WTDY,FULH,JPEM,Small,3_Small,Lower is better,"Total per 1,000 months",1.280374333,med,0.24464223,1.161568714,0.452903226,0.066848687,0.918172849,0.064586563,0.618092235,0.02012526,0.207088588
116,"MEDICAL-727, MEDICAL-735",FWIQ,WERV,DEER,None,WTDY,TPDF,GFBK,Small,3_Small,Lower is better,"Total per 1,000 months",3.089519242,med,0.228637598,3.459027529,0.41516129,0,2.802862817,0.0510821,0.555715954,0.017222578,0.294415101
117,"MEDICAL-727, MEDICAL-735",FWIQ,WERV,DEER,None,MMVD,TPDF,GFBK,Small,3_Small,Lower is better,Percentage,0.942535038,med,0.189769206,0.596867668,0.499032258,0,0.860575469,0.069870918,0.481998532,0.022253893,0.271959712
118,"MEDICAL-727, MEDICAL-735",FWIQ,WERV,DEER,None,BUUI,TPDF,GFBK,Small,3_Small,Lower is better,Percentage,0.016027524,med,0.249214982,0,0.482258065,0,0.01307099,0.059302208,0.53303367,0.018577163,0.254494409
119,"MEDICAL-727, MEDICAL-735",FWIQ,WERV,DEER,None,MRZM,TPDF,GFBK,Small,3_Small,Lower is better,Percentage,0.451493401,med,0.214919342,0.123989799,0.457096774,0,0.364957166,0.0510821,0.65211566,0.018964187,0.261979539
120,"MEDICAL-727, MEDICAL-735",FWIQ,WERV,DEER,None,JHPZ,TPDF,GFBK,Small,3_Small,Lower is better,Percentage,0.231690959,med,0.208060214,0.016619908,0.469677419,0,0.19998588,0.057540756,0.572727667,0.021673357,0.199603458
121,"MEDICAL-727, MEDICAL-735",FWIQ,WERV,DEER,None,WPWM,BJSY,FPZZ,Large,1_Large,Lower is better,Percentage,0,med,0.23321035,0,0.725454545,0,0,0.053430702,0.487669103,0.047422032,0.882812739
122,"MEDICAL-727, MEDICAL-735",FWIQ,WERV,DEER,None,WPWM,PMHF,WHVC,Large,1_Large,Lower is better,Percentage,0.157123391,med,0.217205718,0,0.406857143,0,0.150171028,0.048733497,0.623762806,0.073360291,0.427046456
